project,timeing,tests,failed,error,skipped,mode
continuum-surefireNotFound,5.54,0,0,0,0,ekstaziAEC
continuum-surefireNotFound,5.59,0,0,0,0,baseTime
continuum-surefireNotFound,5.46,0,0,0,0,ekstaziAEC
continuum-surefireNotFound,5.52,0,0,0,0,baseTime
continuum-surefireNotFound,5.55,0,0,0,0,ekstaziAEC
continuum-surefireNotFound,5.47,0,0,0,0,baseTime
continuum-surefireNotFound,5.92,0,0,0,0,ekstaziAEC
guava-surefireNotFound,11.49,0,0,0,0,baseTime
guava-surefireNotFound,7.65,0,0,0,0,ekstaziAEC
guava-surefireNotFound,7.06,0,0,0,0,baseTime
guava-surefireNotFound,7.56,0,0,0,0,ekstaziAEC
guava-surefireNotFound,6.89,0,0,0,0,baseTime
guava-surefireNotFound,7.86,0,0,0,0,ekstaziAEC
guava-surefireNotFound,7.58,0,0,0,0,baseTime
guava-surefireNotFound,7.96,0,0,0,0,ekstaziAEC
guava-surefireNotFound,7.19,0,0,0,0,baseTime
guava-surefireNotFound,7.41,0,0,0,0,ekstaziAEC
guava-surefireNotFound,6.88,0,0,0,0,baseTime
guava-surefireNotFound,6.83,0,0,0,0,ekstaziAEC
guava-surefireNotFound,6.94,0,0,0,0,baseTime
guava-surefireNotFound,7.69,0,0,0,0,ekstaziAEC
guava-surefireNotFound,7.11,0,0,0,0,baseTime
guava-surefireNotFound,7.77,0,0,0,0,ekstaziAEC
guava-surefireNotFound,7.45,0,0,0,0,baseTime
guava-surefireNotFound,7.7,0,0,0,0,ekstaziAEC
guava-surefireNotFound,6.61,0,0,0,0,baseTime
guava-surefireNotFound,7.16,0,0,0,0,ekstaziAEC
guava-surefireNotFound,6.68,0,0,0,0,baseTime
guava-surefireNotFound,7.22,0,0,0,0,ekstaziAEC
guava-surefireNotFound,6.81,0,0,0,0,baseTime
guava-surefireNotFound,6.89,0,0,0,0,ekstaziAEC
guava-surefireNotFound,6.86,0,0,0,0,baseTime
guava-surefireNotFound,6.92,0,0,0,0,ekstaziAEC
guava-surefireNotFound,6.76,0,0,0,0,baseTime
guava-surefireNotFound,6.69,0,0,0,0,ekstaziAEC
guava-surefireNotFound,6.58,0,0,0,0,baseTime
guava-surefireNotFound,6.76,0,0,0,0,ekstaziAEC
guava-surefireNotFound,6.88,0,0,0,0,baseTime
guava-surefireNotFound,6.71,0,0,0,0,ekstaziAEC
guava-surefireNotFound,6.49,0,0,0,0,baseTime
guava-surefireNotFound,6.59,0,0,0,0,ekstaziAEC
guava-surefireNotFound,6.63,0,0,0,0,baseTime
guava-surefireNotFound,7.13,0,0,0,0,ekstaziAEC
guava-surefireNotFound,6.65,0,0,0,0,baseTime
guava-surefireNotFound,6.88,0,0,0,0,ekstaziAEC
guava-surefireNotFound,6.46,0,0,0,0,baseTime
guava-surefireNotFound,7.21,0,0,0,0,ekstaziAEC
org.eclipse.jetty.project.git-sub-jetty-util,96.47,505,2,0,14,baseTime
org.eclipse.jetty.project.git-sub-jetty-util,76.95,505,2,0,14,ekstaziAEC
org.eclipse.jetty.project.git-sub-jetty-util,75.18,505,2,0,14,baseTime
org.eclipse.jetty.project.git-sub-jetty-http,235.91,576,0,0,1,ekstaziAEC
org.eclipse.jetty.project.git-sub-jetty-io,235.91,63,0,0,0,ekstaziAEC
org.eclipse.jetty.project.git-sub-jetty-jmx,235.91,6,0,0,1,ekstaziAEC
org.eclipse.jetty.project.git-sub-jetty-server,235.91,748,0,6,8,ekstaziAEC
org.eclipse.jetty.project.git-sub-jetty-util,235.91,6,0,0,0,ekstaziAEC
org.eclipse.jetty.project.git-sub-jetty-xml,235.91,30,0,0,0,ekstaziAEC
org.eclipse.jetty.project.git-sub-jetty-util,76.84,505,2,0,14,baseTime
org.eclipse.jetty.project.git-sub-jetty-annotations,84.11,17,0,0,0,ekstaziAEC
org.eclipse.jetty.project.git-sub-jetty-jndi,84.11,7,0,0,0,ekstaziAEC
org.eclipse.jetty.project.git-sub-jetty-plus,84.11,16,0,0,0,ekstaziAEC
org.eclipse.jetty.project.git-sub-jetty-security,84.11,37,0,0,0,ekstaziAEC
org.eclipse.jetty.project.git-sub-jetty-servlet,84.11,226,0,0,0,ekstaziAEC
org.eclipse.jetty.project.git-sub-jetty-webapp,84.11,26,0,0,0,ekstaziAEC
org.eclipse.jetty.project.git-sub-jetty-util,76.59,505,2,0,14,baseTime
org.eclipse.jetty.project.git-sub-jetty-util,12.61,46,1,0,2,ekstaziAEC
org.eclipse.jetty.project.git-sub-jetty-util,77.3,505,2,0,14,baseTime
org.eclipse.jetty.project.git-sub-jetty-util,78.01,505,2,0,14,baseTime
org.eclipse.jetty.project.git-sub-jetty-security,63.62,34,0,0,0,ekstaziAEC
org.eclipse.jetty.project.git-sub-jetty-servlet,63.62,217,0,0,0,ekstaziAEC
org.eclipse.jetty.project.git-sub-jetty-webapp,63.62,8,0,0,0,ekstaziAEC
org.eclipse.jetty.project.git-sub-jetty-util,78.8,505,2,0,14,baseTime
org.eclipse.jetty.project.git-sub-jetty-util,76.68,505,2,0,14,baseTime
org.eclipse.jetty.project.git-sub-jetty-util,76.31,505,2,0,14,baseTime
org.eclipse.jetty.project.git-sub-jetty-util,76.59,505,2,0,14,baseTime
org.eclipse.jetty.project.git-sub-jetty-util,76.86,505,2,0,14,baseTime
org.eclipse.jetty.project.git-sub-jetty-util,11.44,46,1,0,2,ekstaziAEC
org.eclipse.jetty.project.git-sub-jetty-util,76.04,505,2,0,14,baseTime
org.eclipse.jetty.project.git-sub-jetty-security,55.93,34,0,0,0,ekstaziAEC
org.eclipse.jetty.project.git-sub-jetty-servlet,55.93,217,0,0,0,ekstaziAEC
org.eclipse.jetty.project.git-sub-jetty-webapp,55.93,8,0,0,0,ekstaziAEC
org.eclipse.jetty.project.git-sub-jetty-util,76.75,505,2,0,14,baseTime
org.eclipse.jetty.project.git-sub-jetty-security,45.01,1,0,0,1,ekstaziAEC
org.eclipse.jetty.project.git-sub-jetty-util,76.62,505,2,0,14,baseTime
org.eclipse.jetty.project.git-sub-jetty-util,76.79,505,2,0,14,baseTime
org.eclipse.jetty.project.git-sub-jetty-security,55.0,41,0,0,0,ekstaziAEC
org.eclipse.jetty.project.git-sub-jetty-servlet,55.0,217,0,0,0,ekstaziAEC
org.eclipse.jetty.project.git-sub-jetty-webapp,55.0,8,0,0,0,ekstaziAEC
org.eclipse.jetty.project.git-sub-jetty-util,75.97,505,2,0,14,baseTime
org.eclipse.jetty.project.git-sub-jetty-security,50.93,7,0,0,0,ekstaziAEC
org.eclipse.jetty.project.git-sub-jetty-server,50.93,6,0,0,0,ekstaziAEC
org.eclipse.jetty.project.git-sub-jetty-servlet,50.93,23,0,0,0,ekstaziAEC
org.eclipse.jetty.project.git-sub-jetty-util,76.47,505,2,0,14,baseTime
org.eclipse.jetty.project.git-sub-jetty-webapp,43.67,8,0,0,0,ekstaziAEC
org.eclipse.jetty.project.git-sub-jetty-util,76.2,505,2,0,14,baseTime
org.eclipse.jetty.project.git-surefireNotFound,44.69,0,0,0,0,ekstaziAEC
org.eclipse.jetty.project.git-sub-jetty-util,75.78,505,2,0,14,baseTime
org.eclipse.jetty.project.git-sub-jetty-util,75.71,505,2,0,14,baseTime
camel,1353.62,4974,7,0,3,baseTime
camel,27.57,4,0,0,0,ekstaziAEC
camel,1317.7,4974,10,0,3,baseTime
camel-surefireNotFound,26.37,0,0,0,0,ekstaziAEC
camel,1347.87,4974,9,0,3,baseTime
camel-surefireNotFound,25.68,0,0,0,0,ekstaziAEC
camel,1327.36,4974,7,0,3,baseTime
camel,25.26,4,0,0,0,ekstaziAEC
camel,1324.3,4974,9,0,3,baseTime
camel-surefireNotFound,37.68,0,0,0,0,ekstaziAEC
camel,1326.17,4974,9,0,3,baseTime
camel-surefireNotFound,24.91,0,0,0,0,ekstaziAEC
camel,1347.94,4974,9,0,3,baseTime
camel-surefireNotFound,24.13,0,0,0,0,ekstaziAEC
camel,1329.32,4974,11,0,3,baseTime
camel-surefireNotFound,25.68,0,0,0,0,ekstaziAEC
camel,1330.58,4976,8,0,3,baseTime
camel,34.26,182,0,0,0,ekstaziAEC
camel,1312.17,4976,7,0,3,baseTime
camel,33.45,182,0,0,0,ekstaziAEC
camel,1302.04,4976,8,0,3,baseTime
camel-surefireNotFound,26.72,0,0,0,0,ekstaziAEC
camel,1343.07,4976,6,0,3,baseTime
camel-surefireNotFound,26.04,0,0,0,0,ekstaziAEC
camel,1315.25,4976,6,0,3,baseTime
camel,25.13,1,0,0,0,ekstaziAEC
camel,1327.62,4976,7,0,3,baseTime
camel-surefireNotFound,25.26,0,0,0,0,ekstaziAEC
camel,1336.54,4976,7,0,3,baseTime
camel-surefireNotFound,24.16,0,0,0,0,ekstaziAEC
camel,1320.79,4976,8,0,3,baseTime
camel-surefireNotFound,27.65,0,0,0,0,ekstaziAEC
camel,1318.78,4976,6,0,3,baseTime
camel-surefireNotFound,24.65,0,0,0,0,ekstaziAEC
camel,1311.96,4976,9,0,3,baseTime
camel-surefireNotFound,25.77,0,0,0,0,ekstaziAEC
camel,1316.23,4976,10,0,3,baseTime
camel-surefireNotFound,24.3,0,0,0,0,ekstaziAEC
camel,1356.03,4976,9,0,3,baseTime
camel,26.99,9,0,0,0,ekstaziAEC
